OBJECTID,LATITUDE,LONGITUDE,NID_ID,DAM_NAME,OWNER_NAME,OWNER_TYPE,YEAR_CONST,FED_REG,FERC_REG,NERC_REG,NERC_SUBREG,STATE,COUNTY,RIVER,HUC_2,HUC_12,PRMR_PRPS,DAM_MATERIAL,DAM_HEIGHT,HYD_HEIGHT,STR_HEIGHT,MAX_HEIGHT,GATE,SPLLWY_CNTRL,DIST_SUBST,DIST_SUBST_STD,CAP_MW,CAP_MW_STD,CAP_FCTR,CAP_FCTR_STD,HUC12_POP,FSH_PSSG_PCT,FSH_PSSG_PCT_STD,SPECIES_CT,SPECIES_CT_STD,MEAN_ANN_Q,MAX_DLY_Q,MIN_DLY_Q,SCHL_CT_50MI,SCHL_CT_50MI_STD,MFG_CT_50MI,MFG_CT_50MI_STD,HSPT_CT_50MI,HSPT_CT_50MI_STD,NG_CT_50MI,NG_CT_50MI_STD,FSSL_CT_50MI,FSSL_CT_50MI_STD,CAP_50MI,CAP_50MI_STD,CAP_FSSL_RATIO,CAP_FSSL_RATIO_STD,HURR_RISK,FLD_RISK,TRND_RISK,VLCN_RISK,WLDFR_RISK,WNTWTHR_RISK,EQ_RISK,HAZ_TOTAL,HAZ_TOTAL_STD,HHAZ_DAM_CT,FEMA_HAZ,DAM_COND,EAP_PREP,COMP_SCORE,COMP_SCORE_STD,DSLPM,CANCER,RESP,PTRAF,OZONE,PM25,SUM_AQI,SUM_AQI_STD,ELEC_PRC,ELEC_PRC_STD,MAX_HOUR_LOAD,MAX_HOUR_LOAD_STD,HYD_REG_CT,HYD_REG_CT_STD,HYD_FIN_CT,HYD_FIN_CT_STD,CAP_CONSUMP,CAP_CONSUMP_STD,CAP_EXPENSE,CAP_EXPENSE_STD,SOC_VUL,PROT_LAND,IMP_STREAM,CRIT_HAB,GRID_SCORE,COMM_SCORE,INDUSTRY_SCORE,ENV_SCORE,H2_FEASIBILIY,H2_FEAS_STD,BATR_FEASIBILITY,BATR_FEAS_STD,PSH_DIST,PSH_FEASIBILITY,WHOLESALE_MARKET,FERC_DOCKET,PROJECT_NAME,PROJECT_TYPE,PROJECT_SUBCATEGORY,PROJECT_DEVELOPER,DEVELOPER_TYPE,LICENSE_STATUS,WHOLESALE_PRC,WHOLESALE_PRC_STD
51,38.1562,-121.297,CA01461,NEW WOODBRIDGE DIVERSION,WOODBRIDGE IRRIGATION DISTRICT,PUBLIC UTILITY,2006,NO,LIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),CA-MX US,CALIFORNIA,SAN JOAQUIN,MOKELUME RIVER,18,1.804E+11,FLOOD CONTROL AND STORM WATER MANAGEMENT,OTHER,9.4488,8,,9,YES,UNCONTROLLED,0.711970559,0.015766293,3.061438047,0.004119529,42.75315718,0.435689996,6573.411684,17.5,0.175,3,0.272727273,20.55034,165.109,1.881407,1360,0.302895323,1209,0.1490936,64,0.286995516,0,0,40,0.242424242,8019.799805,0.270994114,0.038173497,0.00032842,1,2,2,2,1,1,3,12,0.214285714,3,MODERATE,SATISFACTORY,YES,39.60390472,0.323119744,0.146768383,0.169828814,0.152782807,0.024260442,0.703126716,1,2.196767162,0.754881242,18,0.902753936,47,0.201438849,9,0.642857143,5,0.333333333,175,0.012211669,2898,0.119824196,0.8892,NO,NO,YES,2.271800552,3.556812556,2.475890768,1.980602133,0.928889923,0.374105597,2.721584399,0.518511362,31.81871414,LOW,WAPA - DESERT SOUTHWEST,,,,,,,,55,0.660013202
52,38.93664387,-121.0246877,CA10110,NORTH FORK DAM,USACE - SACRAMENTO DISTRICT,FEDERAL,1939,YES,UNLIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),CA-MX US,CALIFORNIA,PLACER,NORTH FORK AMERICAN RIVER,18,1.80201E+11,DEBRIS CONTROL,OTHER,43.5864,47,47,47,YES,UNCONTROLLED,1.586988973,0.037545511,6.15983972,0.010378577,42.75315718,0.435689996,6070.05773,17.5,0.175,3,0.272727273,21.53544,1153.386,4.005923,802,0.178619154,590,0.072758663,36,0.161434978,0,0,15,0.090909091,2225.300049,0.075194298,0.2768094,0.002714906,1,2,1,2,2,1,3,12,0.214285714,3,HIGH,NOT AVAILABLE,YES,64.80932617,0.616422471,0.050760382,0.158964565,0.141494594,0.025779636,0.806828036,0.44869674,1.632523953,0.556173953,18,0.902753936,47,0.201438849,9,0.642857143,5,0.333333333,175,0.012211669,2898,0.119824196,0.1519,NO,YES,NO,2.179945445,2.373355046,2.384035661,2.077584057,0.858814034,0.340076885,2.504168754,0.470372519,7.903136253,LOW,WAPA - DESERT SOUTHWEST,,,,,,,,55,0.660013202
53,38.4937,-122.0047,CA10180,PUTAH DIVERSION,RECLAMATION,FEDERAL,1959,YES,UNLIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),CA-MX US,CALIFORNIA,SOLANO,PUTAH CREEK,18,1.80202E+11,WATER SUPPLY,CONCRETE,4.8768,7,9,9,YES,UNCONTROLLED,2.100134338,0.050317705,1.42484055,0.000813456,42.75315718,0.435689996,429.588192,17.5,0.175,2,0.181818182,13.95787,502.0267,1.01885,1431,0.318708241,1313,0.161918856,76,0.340807175,0,0,41,0.248484848,8141.700195,0.275113205,0.017500528,0.000121679,1,2,2,3,2,1,3,14,0.357142857,2,HIGH,NOT AVAILABLE,NOT REQUIRED,69.9,0.68,0.091630785,0.169950746,0.183438031,0.073372115,0.488084893,0.835573682,1.84205025,0.629961997,18,0.902753936,47,0.201438849,9,0.642857143,5,0.333333333,175,0.012211669,2898,0.119824196,0.5911,NO,YES,NO,2.246768323,3.34606829,2.450858539,2.303265494,0.938409106,0.378728093,2.750363829,0.524883527,14.75116062,LOW,WAPA - DESERT SOUTHWEST,,,,,,,,55,0.660013202
54,34.98449581,-120.3234971,CA10197,TWITCHELL,RECLAMATION,FEDERAL,1958,YES,UNLIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),CA-MX US,CALIFORNIA,"SAN LUIS OBISPO, SANTA BARBARA",CUYAMA RIVER,18,1.806E+11,FLOOD CONTROL AND STORM WATER MANAGEMENT,EARTH,73.4568,63,73,73,YES,UNCONTROLLED,7.245119104,0.178376432,4.861852803,0.007756528,42.75315718,0.435689996,62.77576138,17.5,0.175,1,0.090909091,1.345524,238.6613,0.01305301,176,0.039198218,196,0.024170675,13,0.058295964,1,0.013157895,21,0.127272727,3521.399902,0.118990333,0.13806591,0.001327397,1,2,2,2,3,1,4,15,0.428571429,1,HIGH,NOT AVAILABLE,YES,69.9,0.68,0.031463642,0.091950478,0.061106173,0.012440986,0.536493057,0.394168047,1.127622384,0.378364773,18,0.902753936,47,0.201438849,9,0.642857143,5,0.333333333,175,0.012211669,2898,0.119824196,0.3739,NO,NO,NO,2.062748803,2.387884122,2.191994703,2.143783079,0.745917576,0.285254591,2.283833098,0.421587146,34.76747513,LOW,CAISO,,,,,,,,58.17,0.734857518
55,37.21736441,-119.9840181,CA10243,BUCHANAN DAM,USACE - SACRAMENTO DISTRICT,FEDERAL,1975,NO,UNLIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),CA-MX US,CALIFORNIA,MADERA,CHOWCHILLA RIVER,18,1.804E+11,FLOOD CONTROL AND STORM WATER MANAGEMENT,EARTH-ROCKFILL,54.5592,59,66,66,YES,UNCONTROLLED,10.95323897,0.270671576,2.987949875,0.003971077,42.75315718,0.435689996,28.03636686,17.5,0.175,2,0.181818182,4.202418,127.7927,0.0377702,507,0.112917595,344,0.042422,19,0.085201794,0,0,6,0.036363636,325,0.010981956,0.919369192,0.009140847,1,3,2,3,2,1,2,14,0.357142857,1,INVALID/UNDETERMINED,NOT AVAILABLE,YES,78.08451843,0.770899162,0.070838783,0.16067162,0.144349253,0.005990022,0.841306556,0.791717153,2.014873387,0.690824434,18,0.902753936,47,0.201438849,9,0.642857143,5,0.333333333,175,0.012211669,2898,0.119824196,0.9541,NO,NO,NO,1.910075217,3.317553868,2.114165433,2.464046261,0.822069871,0.322233993,2.158065342,0.393740419,12.22345257,LOW,WAPA - DESERT SOUTHWEST,,,,,,,,55,0.660013202
56,37.11065361,-119.8838407,CA10244,HIDDEN DAM,USACE - SACRAMENTO DISTRICT,FEDERAL,1975,YES,UNLIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),CA-MX US,CALIFORNIA,MADERA,FRESNO RIVER,18,1.804E+11,FLOOD CONTROL AND STORM WATER MANAGEMENT,EARTH,42.672,50,56,56,YES,UNCONTROLLED,12.07421679,0.298572726,2.489676277,0.002964519,42.75315718,0.435689996,151.0360187,17.5,0.175,3,0.272727273,3.586824,125.9544,0.02905005,518,0.115367483,357,0.044025157,19,0.085201794,0,0,10,0.060606061,611.4000244,0.020659594,0.407209058,0.004018972,1,3,2,3,2,1,2,14,0.357142857,2,HIGH,NOT AVAILABLE,YES,77.59070587,0.765152915,0.070838783,0.16067162,0.144349253,0.005990022,0.841306556,0.791717153,2.014873387,0.690824434,18,0.902753936,47,0.201438849,9,0.642857143,5,0.333333333,175,0.012211669,2898,0.119824196,0.9541,YES,NO,NO,1.882770666,3.314881881,2.086860882,2.362269048,0.82266647,0.3225237,2.130760791,0.387694812,13.10863876,LOW,WAPA - DESERT SOUTHWEST,,,,,,,,55,0.660013202
57,37.14325948,-104.5530617,CO00050,TRINIDAD,USACE - ALBUQUERQUE DISTRICT,FEDERAL,1976,NO,UNLIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),RMPA,COLORADO,LAS ANIMAS,PURGATOIRE RIVER,11,1.102E+11,FLOOD CONTROL AND STORM WATER MANAGEMENT,EARTH,61.8744,59,61,62,YES,UNCONTROLLED,0.7737875,0.017304917,5.412658006,0.008869203,35.84313703,0.270085907,232.2226346,33.33,0.3333,0,0,2.185746,89.74401,0.04577974,27,0.006013363,15,0.001849797,3,0.013452915,1,0.013157895,1,0.006060606,9.199999809,0.000310874,58.83324042,0.588310448,1,2,2,1,2,2,1,11,0.142857143,0,LOW,NOT AVAILABLE,YES,78.03081512,0.770274244,0.007024025,0.015473679,0.014115203,0.00187358,0.718834398,0.154010631,0.911331516,0.302194477,10.27000046,0.237521556,50,0.223021583,8,0.571428571,8,0.533333333,251,0.115332429,2671,0.067314365,0.8373,YES,YES,NO,1.268554002,3.177537044,1.501021546,2.994079169,1.293962802,0.551384256,1.499974488,0.248029966,5.82037735,LOW,WEST (NON-ISO),,,,,,,,27.04541424,0
58,39.20865094,-105.2721875,CO00357,CHEESMAN,DENVER BOARD OF WATER COMMISSIONERS,PUBLIC UTILITY,1905,NO,LIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),RMPA,COLORADO,DOUGLAS,SOUTH PLATTE RIVER,10,1.019E+11,WATER SUPPLY,MASONRY,67.3608,67,67,67,YES,UNCONTROLLED,12.24635664,0.302857289,17.80754511,0.033907982,38.31611163,0.329352696,152.3083301,18.18,0.1818,1,0.090909091,8.590182488,49.52059835,1.423853115,1002,0.223162584,1204,0.148477001,57,0.255605381,1,0.013157895,11,0.066666667,2362.199951,0.079820232,0.753854266,0.007485609,1,3,2,1,2,2,1,12,0.214285714,2,LOW,SATISFACTORY,YES,96.15274048,0.981149914,0.054893394,0.040355501,0.045789963,0.013570571,0.832619316,0.265845135,1.25307388,0.422544528,10.27000046,0.237521556,50,0.223021583,8,0.571428571,8,0.533333333,251,0.115332429,2671,0.067314365,0.015,NO,NO,YES,1.365434402,2.425492514,1.446401946,2.50207096,1.524895574,0.663524749,1.687507354,0.289552347,25.26938057,LOW,WEST (NON-ISO),,,,,,,,27.04541424,0
59,38.90457654,-105.4758609,CO00359,ELEVEN MILE CANYON,DENVER BOARD OF WATER COMMISSIONERS,PUBLIC UTILITY,1932,NO,LIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),RMPA,COLORADO,PARK,SOUTH PLATTE RIVER,10,1.019E+11,WATER SUPPLY,CONCRETE,39.0144,38,46,46,YES,UNCONTROLLED,9.494245433,0.234357211,9.355974648,0.016835055,38.31611163,0.329352696,166.375288,18.18,0.1818,0,0,4.677915237,31.95823129,0.96059246,304,0.067706013,249,0.030706622,17,0.076233184,0,0,7,0.042424242,1378.5,0.046580388,0.678706902,0.006734096,1,2,2,1,2,1,2,11,0.142857143,1,LOW,SATISFACTORY,YES,95.70954132,0.975992629,0.003696541,0.009017993,0.010184879,0.001587318,0.846177109,0.146514187,1.017178027,0.339470022,10.27000046,0.237521556,50,0.223021583,8,0.571428571,8,0.533333333,251,0.115332429,2671,0.067314365,0.0006,NO,NO,NO,1.299091174,1.921009156,1.380058718,2.503996747,1.376894373,0.591655661,1.441791929,0.23514754,12.36915588,LOW,WEST (NON-ISO),,,,,,,,27.04541424,0
60,40.55683434,-107.3863286,CO00976,ELKHEAD CREEK,COLORADO RIVER WATER CONSERVATION DISTRICT,LOCAL GOVERNMENT,1979,YES,LIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),RMPA,COLORADO,MOFFAT,ELKHEAD CREEK,14,1.405E+11,FISH AND WILDLIFE POND,EARTH,27.432,24,36,36,YES,UNCONTROLLED,6.914090435,0.170137124,1.248413982,0.000457059,31.24756912,0.159949494,75.10592639,0,0,2,0.181818182,2.897396,57.88979,0.08125963,26,0.005790646,8,0.000986558,3,0.013452915,3,0.039473684,2,0.012121212,1893,0.063965669,0.065948969,0.000606189,1,2,2,1,4,1,2,13,0.285714286,0,LOW,SATISFACTORY,YES,71.15248108,0.690234553,0.003580759,0.015586355,0.015719741,0.002000926,0.743134159,0.217488284,0.997510223,0.33254369,10.27000046,0.237521556,50,0.223021583,8,0.571428571,8,0.533333333,251,0.115332429,2671,0.067314365,0.5471,NO,NO,NO,1.329609998,2.472616424,1.228777542,1.84156625,1.200866795,0.506177022,1.227730484,0.187751364,7.012334824,LOW,WEST (NON-ISO),,,,,,,,27.04541424,0
61,39.55735421,-105.0628195,CO01281,CHATFIELD DAM,USACE - OMAHA DISTRICT,FEDERAL,1973,NO,UNLIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),RMPA,COLORADO,DOUGLAS,SOUTH PLATTE RIVER,10,1.019E+11,FLOOD CONTROL AND STORM WATER MANAGEMENT,EARTH,,38,45,45,YES,UNCONTROLLED,1.322775629,0.030969238,29.12269913,0.056765603,38.31611163,0.329352696,27308.07059,18.18,0.1818,1,0.090909091,15.643202,110.179202,1.616427917,1081,0.240757238,1456,0.179553582,61,0.273542601,4,0.052631579,19,0.115151515,5294.899902,0.178918021,0.550014158,0.0054471,1,3,2,1,2,2,1,12,0.214285714,5,LOW,NOT AVAILABLE,YES,65.80670929,0.628028514,0.06575724,0.080723714,0.056440441,0.03966626,0.84849308,0.279157821,1.370238556,0.463805947,10.27000046,0.237521556,50,0.223021583,8,0.571428571,8,0.533333333,251,0.115332429,2671,0.067314365,0.0627,YES,NO,NO,1.691256655,2.547947298,1.772224199,2.18817247,1.61830346,0.708883431,2.031266827,0.365665467,8.675732613,LOW,WEST (NON-ISO),,,,,,,,27.04541424,0
62,38.06745987,-102.9372707,CO01283,JOHN MARTIN DAM & RESERVOIR,USACE - ALBUQUERQUE DISTRICT,FEDERAL,1943,YES,UNLIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),RMPA,COLORADO,BENT,ARKANSAS,11,1.102E+11,FLOOD CONTROL AND STORM WATER MANAGEMENT,EARTH,7.62,8,8,8,YES,NO SPILLWAY,8.950765727,0.220829995,78.86401387,0.1572475,35.84313703,0.270085907,669.9387964,33.33,0.3333,0,0,10.04662,686.7198,0.3416102,42,0.00935412,12,0.001479837,4,0.01793722,2,0.026315789,5,0.03030303,38.40000153,0.00129756,100,1,1,2,2,1,1,2,1,10,0.071428571,0,HIGH,NOT AVAILABLE,YES,94.88621521,0.966412,0.018438659,0.015472162,0.014114284,0.001017176,0.661792634,0.204018136,0.914853051,0.303434642,10.27000046,0.237521556,50,0.223021583,8,0.571428571,8,0.533333333,251,0.115332429,2671,0.067314365,0.8981,NO,YES,NO,1.213037261,3.587663251,1.445504805,3.603146642,1.455129033,0.629646256,1.448942052,0.236730676,76.48939514,LOW,WEST (NON-ISO),,,,,,,,27.04541424,0
63,40.36465014,-106.8002453,CO02140,LAKE CATAMOUNT,CATAMOUNT METRO DISTRICT,PRIVATE,1974,NO,LIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),RMPA,COLORADO,ROUTT,YAMPA RIVER,14,1.405E+11,WATER SUPPLY,EARTH,15.8496,16,21,21,YES,UNCONTROLLED,6.137795217,0.150815128,2.55501223,0.003096504,31.24756912,0.159949494,989.550947,0,0,2,0.181818182,8.425934,125.8819,0.1428186,32,0.007126949,13,0.001603157,3,0.013452915,0,0,2,0.012121212,1893,0.063965669,0.134971592,0.001296452,1,2,1,1,2,1,2,10,0.071428571,1,LOW,SATISFACTORY,YES,62.21366119,0.586218032,0.005882015,0.015859494,0.03649286,0.004578698,0.781027763,0.164187183,1.008028014,0.336247699,10.27000046,0.237521556,50,0.223021583,8,0.571428571,8,0.533333333,251,0.115332429,2671,0.067314365,0.0634,NO,YES,NO,1.352188039,1.780361284,1.251355583,1.741944001,1.164649155,0.488589808,1.250308525,0.192750456,2.947347879,MEDIUM,WEST (NON-ISO),,,,,,,,27.04541424,0
64,40.1067416,-105.983479,CO02593,WINDY GAP,NORTHERN COLORADO WATER CONSERVANCY DISTRICT,LOCAL GOVERNMENT,1985,NO,LIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),RMPA,COLORADO,GRAND,COLORADO RIVER,14,1.401E+11,IRRIGATION,EARTH,7.62,7,13,13,YES,UNCONTROLLED,0.142092138,0.001582013,1.559071956,0.001084616,31.24756912,0.159949494,62.59368635,0,0,1,0.090909091,16.32429,168.3205,1.637502,180,0.040089087,363,0.044765076,13,0.058295964,0,0,6,0.036363636,501.1000061,0.016932487,0.311129902,0.00305813,1,2,1,1,2,2,2,11,0.142857143,2,LOW,SATISFACTORY,YES,42.10613251,0.352236902,0.007615077,0.015468919,0.041927616,0.006167154,0.790535487,0.163583341,1.025297593,0.342329458,10.27000046,0.237521556,50,0.223021583,8,0.571428571,8,0.533333333,251,0.115332429,2671,0.067314365,0.0987,NO,NO,NO,1.542571185,1.97273848,1.441738729,1.606715399,1.205799186,0.508572181,1.48553472,0.244832801,24.49600792,LOW,WEST (NON-ISO),,,,,,,,27.04541424,0
65,40.1130698,-106.4142179,CO02788,RITSCHARD,COLORADO RIVER WATER CONSERVATION DISTRICT,LOCAL GOVERNMENT,1995,NO,LIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),RMPA,COLORADO,GRAND,MUDDY CREEK,14,1.401E+11,IRRIGATION,EARTH,37.1856,37,38,38,YES,UNCONTROLLED,1.204357769,0.028021816,5.701006549,0.009451693,31.24756912,0.159949494,22.8430263,0,0,1,0.090909091,3.316112,42.31224,0.7428524,53,0.011804009,28,0.003452954,5,0.022421525,0,0,2,0.012121212,475,0.016050551,1.200211905,0.011949424,1,2,1,1,2,2,2,11,0.142857143,1,MODERATE,FAIR,YES,73.9356308,0.722620657,0.007615077,0.015468919,0.041927616,0.006167154,0.790535487,0.163583341,1.025297593,0.342329458,10.27000046,0.237521556,50,0.223021583,8,0.571428571,8,0.533333333,251,0.115332429,2671,0.067314365,0.0987,NO,NO,NO,1.483186337,1.917470257,1.382353881,1.985990448,1.172854141,0.492574133,1.390275433,0.223741072,9.500425339,LOW,WEST (NON-ISO),,,,,,,,27.04541424,0
66,41.79868627,-72.93143393,CT00370,NEPAUG PHELPS DAM,METROPOLITAN DISTRICT COMMISSION,PUBLIC UTILITY,,NO,LIKELY,NORTHEAST POWER COORDINATING COUNCIL (NPCC),NEW ENGLAND,CONNECTICUT,HARTFORD,FARMINGTON RIVER TR,1,10802070402,WATER SUPPLY,CONCRETE-EARTH,9.144,,,9,YES,INVALID TYPE,2.763468445,0.066828098,4.647284818,0.007323081,52.2267258,0.662731548,10054.7924,66.1,0.661,5,0.454545455,20.51484977,182.1596136,5.140709655,1181,0.263028953,2680,0.330496979,57,0.255605381,9,0.118421053,66,0.4,8549.200195,0.288882888,0.054359293,0.000490286,3,3,2,1,1,2,1,13,0.285714286,3,MODERATE,FAIR,YES,71.51966095,0.69450724,0.103154399,0.115790057,0.096878086,0.052709909,0.494057932,0.350146319,1.212736701,0.408339144,19.12999916,1,44,0.179856115,12,0.857142857,7,0.466666667,185,0.02578019,3205,0.190839695,0.515,NO,NO,NO,2.424056368,3.268607459,2.93372351,2.309791215,1.173276108,0.492779039,3.314881559,0.649875591,35.688591,LOW,ISONE,,,,,,,,67.1,0.945696553
67,41.9115966,-72.95741513,CT00376,SAVILLE DAM,METROPOLITAN DISTRICT COMMISSION,PUBLIC UTILITY,0,NO,LIKELY,NORTHEAST POWER COORDINATING COUNCIL (NPCC),NEW ENGLAND,CONNECTICUT,LITCHFIELD,EAST  BRANCH FARMINGTON R,1,10802070302,WATER SUPPLY,CONCRETE-EARTH,41.148,,,41,YES,INVALID TYPE,5.20469272,0.127590197,1.412243312,0.000788009,52.2267258,0.662731548,1842.002577,66.1,0.661,5,0.454545455,3.060933217,56.59393661,0.590760326,1108,0.246770601,2524,0.311259095,55,0.246636771,9,0.118421053,54,0.327272727,6929.899902,0.234165706,0.020378986,0.000150465,3,2,2,1,1,2,1,12,0.214285714,3,MODERATE,SATISFACTORY,YES,84.22669983,0.842372617,0.062896353,0.092719338,0.064370787,0.007848896,0.488006469,0.288411362,1.004253206,0.33491834,19.12999916,1,44,0.179856115,12,0.857142857,7,0.466666667,185,0.02578019,3205,0.190839695,0.0818,NO,YES,NO,2.337521313,2.6649913,2.847188455,2.383895967,1.147503152,0.480263743,3.219377894,0.628729753,30.62613297,LOW,ISONE,,,,,,,,67.1,0.945696553
68,41.69505214,-73.06225706,CT00501,THOMASTON DAM,,FEDERAL,1960,NO,UNLIKELY,NORTHEAST POWER COORDINATING COUNCIL (NPCC),NEW ENGLAND,CONNECTICUT,LITCHFIELD,NAUGATUCK RIVER,1,11000051105,FLOOD CONTROL AND STORM WATER MANAGEMENT,EARTH-ROCKFILL,41.7576,40,42,42,YES,UNCONTROLLED,1.410313716,0.033148062,3.350831796,0.00470413,52.2267258,0.662731548,18513.53352,66.1,0.661,5,0.454545455,5.176727048,82.14574878,0.042302553,1243,0.276837416,2755,0.339745961,60,0.269058296,9,0.118421053,63,0.381818182,10073.2998,0.340383179,0.03326449,0.000279327,3,2,2,1,1,2,1,12,0.214285714,7,HIGH,NOT AVAILABLE,UNKNOWN,65.1832428,0.62077355,0.062896353,0.092719338,0.064370787,0.007848896,0.488006469,0.288411362,1.004253206,0.33491834,19.12999916,1,44,0.179856115,12,0.857142857,7,0.466666667,185,0.02578019,3205,0.190839695,0.0818,NO,YES,NO,2.464366435,2.717608502,2.974033577,2.162425762,1.179906139,0.495998569,3.368644541,0.661779462,35.58407593,LOW,ISONE,,,,,,,,67.1,0.945696553
69,41.94518173,-71.90099367,CT00502,WEST THOMPSON DAM,,FEDERAL,1965,NO,UNLIKELY,NORTHEAST POWER COORDINATING COUNCIL (NPCC),NEW ENGLAND,CONNECTICUT,WINDHAM,QUINEBAUG RIVER,1,11000010105,FLOOD CONTROL AND STORM WATER MANAGEMENT,EARTH,21.336,20,21,21,YES,UNCONTROLLED,2.220971959,0.053325354,2.824076798,0.003640038,52.2267258,0.662731548,5837.030865,66.1,0.661,3,0.272727273,9.058436841,110.1513632,0.09092444,1787,0.397995546,3816,0.470588235,119,0.533632287,9,0.118421053,81,0.490909091,10135.59961,0.342488329,0.027862947,0.000225309,3,1,1,1,1,2,1,10,0.071428571,3,HIGH,NOT AVAILABLE,UNKNOWN,60.27239609,0.563628513,0.062930669,0.092692395,0.061127198,0.007565167,0.486152223,0.292833995,1.003301647,0.334583233,19.12999916,1,44,0.179856115,12,0.857142857,7,0.466666667,185,0.02578019,3205,0.190839695,0.4232,NO,NO,NO,2.573967325,3.301494355,3.083634467,2.286709782,1.309684321,0.559018595,3.742819422,0.744626975,82.88249969,LOW,ISONE,,,,,,,,67.1,0.945696553
70,29.08005449,-81.88188185,FL00145,MOSS BLUFF LOCK AND SPILLWAY,SJRWMD,STATE,1969,NO,LIKELY,FLORIDA RELIABILITY COORDINATING COUNCIL (FRCC),FRCC,FLORIDA,MARION,OKLAWAHA RIVER,3,30801020501,NAVIGATION,OTHER-EARTH,13.4112,13,10,13,NO,UNCONTROLLED,2.946629291,0.071386973,7.572617044,0.013232514,26.66105829,0.05003014,2093.733937,26.67,0.2667,1,0.090909091,19.89589,198.4519,2.380322,551,0.122717149,876,0.108028117,44,0.197309417,3,0.039473684,8,0.048484848,4883.5,0.165016557,0.155065364,0.001497401,4,1,2,1,3,1,1,13,0.285714286,1,LOW,NOT RATED,NO,37.91842651,0.303506688,0.092937694,0.154302128,0.111650861,0.009795125,0.310816803,0.373514483,1.053017093,0.352091324,10.06000042,0.219449262,143,0.892086331,4,0.285714286,1,0.066666667,186,0.027137042,2385,0.001156604,0.7535,NO,YES,NO,2.107868866,2.093504176,1.31935306,1.832886322,0.85532276,0.338381529,2.544741241,0.479355831,381.9612122,LOW,FLORIDA RELIABILITY,,,,,,,,42.1,0.355441695
71,29.50861709,-81.80572505,FL00156,RODMAN DAM AND SPILLWAY,STATE OF FLORIDA,STATE,1968,NO,LIKELY,FLORIDA RELIABILITY COORDINATING COUNCIL (FRCC),FRCC,FLORIDA,PUTNAM,OKLAWAHA RIVER,3,30801021406,NAVIGATION,OTHER-EARTH,13.1064,12,13,13,YES,UNCONTROLLED,8.397068964,0.207048476,27.65894261,0.053808684,26.66105829,0.05003014,128.8203981,26.67,0.2667,1,0.090909091,30.27993,200.5494,6.921175,401,0.089309577,492,0.060673326,38,0.170403587,2,0.026315789,7,0.042424242,2539.5,0.085811313,1.089149148,0.010838737,4,2,2,1,2,1,1,13,0.285714286,0,HIGH,NOT RATED,YES,17.28101158,0.063359539,0.071237415,0.169930729,0.12163901,0.006812846,0.310523561,0.366939803,1.047083364,0.350001666,10.06000042,0.219449262,143,0.892086331,4,0.285714286,1,0.066666667,186,0.027137042,2385,0.001156604,0.9525,NO,YES,NO,1.87588424,2.239442452,1.176912936,1.599990851,0.924930746,0.372183028,2.285850785,0.42203389,361.7138672,LOW,"FLORIDA RELIABILITY
",,,,,,,,38.3073797,0.265897193
72,28.02462416,-82.42840625,FL00169,CITY OF TAMPA WATERWORKS DAM,CITY OF TAMPA,LOCAL GOVERNMENT,1945,NO,LIKELY,FLORIDA RELIABILITY COORDINATING COUNCIL (FRCC),FRCC,FLORIDA,HILLSBOROUGH,HILLSBOROUGH RIVER,3,31002050503,RECREATION,OTHER-EARTH,11.2776,11,8,11,YES,CONTROLLED,0.882609922,0.020013509,5.120129095,0.008278269,26.66105829,0.05003014,205156.8097,26.67,0.2667,1,0.090909091,12.62096,205.2688,0.1140561,862,0.191982183,1582,0.195091873,69,0.30941704,3,0.039473684,21,0.127272727,18639.5,0.629840508,0.027469241,0.000221372,4,2,2,1,1,1,1,12,0.214285714,1,LOW,SATISFACTORY,YES,76.54721069,0.75301029,0.179139597,0.178447575,0.144112988,0.056707855,0.34259846,0.420116125,1.3211226,0.446508975,10.06000042,0.219449262,143,0.892086331,4,0.285714286,1,0.066666667,186,0.027137042,2385,0.001156604,0.6701,NO,NO,NO,2.241351841,2.213189883,1.452836035,2.375531546,0.937432271,0.378253744,2.790331839,0.533733,425.8753357,LOW,FLORIDA RELIABILITY,,,,,,,,42.1,0.355441695
